origin_country,origin_agency,destination_country,persons,period_start,period_end,instrument,instrument_measures,covers_australia,source_tier,source_url,source_retrieved_at
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",South Sudan,167,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Yemen,146,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Ireland,125,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Samoa,120,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Nigeria,119,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Czechia,117,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Solomon Islands,115,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Iran,109,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Djibouti,106,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Cote d'Ivoire,105,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Ethiopia,99,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Bolivia,92,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Montenegro,90,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Germany,87,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Guyana,83,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Kazakhstan,82,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Equatorial Guinea,80,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Denmark,80,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Belize,76,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Latvia,75,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Australia,70,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Paraguay,57,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Morocco,57,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Macau,56,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Botswana,55,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Andorra,54,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Turkey,50,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Angola,44,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Armenia,37,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Indonesia,36,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Madagascar,35,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Tanzania,34,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Austria,32,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Micronesia,32,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Netherlands,32,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Cook Islands,31,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Liechtenstein,27,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Cameroon,26,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Eswatini (formerly Swaziland),24,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",United States of America (USA),24,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Georgia,23,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Tajikistan,22,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Belgium,22,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Ghana,22,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Nauru,20,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Estonia,19,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Sweden,18,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",France,18,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Malawi,18,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Liberia,18,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Pakistan,17,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Bhutan,17,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Togo,17,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Gabon,15,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Zambia,15,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Uganda,14,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Guinea,13,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Bahrain,13,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Mexico,11,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Bahamas,11,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Egypt,11,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Tonga,10,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
Bangladesh,"Bureau of Manpower, Employment and Training (Overseas Employment Platform)",Slovakia,10,2023-06-04,2026-08-26,Overseas employment clearance,"Workers cleared to depart under a vetted foreign employment contract. Excludes students, skilled independent migrants, family migration and anyone travelling without a cleared labour contract.",yes,primary,https://www.oep.gov.bd/reports/country-clearance?draw=1&start=0&length=300&approval_date_from=2023-06-04&approval_date_to=2026-08-26&all_skills=0,2026-08-26T10:57:49.480Z
